Location,Area_sqft,Road_Width_ft,Near_Highway,Distance_from_citycenter_km,Price_per_sqft
Chennai,1617.8,37.6,Yes,4.27,4947.37
Chennai,1631.64,21.1,Yes,5.72,4503.06
Madurai,1187.35,12.6,No,5.42,2592.28
Salem,1583.22,23.3,Yes,4.97,2592.71
Vellore,1724.06,22.1,Yes,0.53,2830.84
Salem,1096.97,23.6,Yes,1.77,3013.4
Vellore,813.6,16.8,No,1.58,2381.57
Chennai,1768.69,23.4,No,3.89,4610.62
Vellore,1194.64,23.5,No,1.45,2530.2
Coimbatore,1352.08,32.4,Yes,4.56,4372.67
Chennai,1476.79,37.9,Yes,1.94,4976.46
Trichy,999.59,17.8,No,0.73,2997.28
Madurai,1216.5,21.2,Yes,3.78,2772.88
Coimbatore,1825.71,33.3,No,3.38,4026.33
Coimbatore,907.21,17.4,Yes,3.77,4181.56
Chennai,1331.49,37.0,Yes,0.87,5298.74
Vellore,1195.24,16.5,No,3.8,2132.3
Madurai,1730.99,30.7,No,4.46,2599.09
Coimbatore,1516.81,13.8,Yes,2.56,4573.31
Salem,1198.79,16.1,No,2.53,2655.9
Trichy,1821.83,34.1,No,1.02,3225.13
Madurai,828.17,34.2,Yes,3.57,2970.54
Chennai,804.5,36.9,Yes,2.1,5053.05
Chennai,1522.58,35.7,Yes,3.41,4969.62
Chennai,1355.93,28.9,No,1.2,4811.33
Vellore,1965.05,30.5,Yes,4.27,2349.75
Trichy,1589.26,20.1,Yes,2.63,3091.12
Chennai,1741.4,13.2,No,5.96,4570.54
Madurai,1554.64,26.2,Yes,5.86,2633.65
Salem,890.93,29.4,No,4.09,2382.16
Madurai,1106.76,37.1,Yes,2.61,2911.36
Trichy,913.31,39.7,No,2.05,2930.3
Coimbatore,1382.76,12.0,Yes,3.83,4278.46
Chennai,1672.63,30.6,Yes,5.35,4526.97
Trichy,1297.6,35.7,Yes,5.4,2977.64
Chennai,999.67,16.5,No,2.29,4867.65
Madurai,1180.01,19.0,Yes,3.99,2806.5
Salem,1713.78,17.1,No,2.47,2379.73
Vellore,1977.9,36.4,No,3.65,2049.56
Trichy,1640.49,32.1,No,5.05,2619.95
Vellore,1448.3,22.1,No,3.29,2059.14
Trichy,1815.34,17.4,No,1.22,3008.15
Chennai,1273.27,29.3,Yes,5.51,4563.54
Trichy,1089.51,28.4,No,2.9,2798.59
Vellore,1977.34,31.4,Yes,5.63,2108.92
Salem,1041.05,33.8,No,2.3,2769.58
Vellore,1530.53,34.1,Yes,2.03,2302.8
Coimbatore,908.31,34.1,No,5.37,4117.11
Vellore,1739.54,17.4,Yes,0.73,2516.78
Coimbatore,903.78,26.7,Yes,3.04,4541.46
Salem,891.22,13.2,Yes,5.68,2517.08
Chennai,1572.78,14.1,Yes,1.9,5150.88
Trichy,1399.06,20.2,Yes,2.8,3229.4
Coimbatore,1434.72,18.7,Yes,0.6,4557.8
Chennai,1817.32,12.1,No,5.36,4336.0
Trichy,1023.11,24.3,Yes,3.46,3140.78
Trichy,1489.39,13.3,Yes,0.72,3163.56
Chennai,1735.0,37.6,No,5.94,4224.06
Madurai,1741.7,27.7,No,2.07,2708.1
Vellore,841.33,12.7,Yes,4.55,2189.07
Salem,1473.18,13.8,No,1.79,2727.47
Chennai,829.71,27.9,No,2.37,4701.06
Trichy,1307.64,39.3,No,5.69,2598.81
Madurai,1565.81,13.4,Yes,4.57,2752.89
Salem,1996.5,21.0,Yes,5.62,2302.04
Salem,1136.84,29.5,No,0.51,2831.32
Trichy,897.5,27.6,Yes,5.04,2770.02
Chennai,1742.76,30.1,No,5.59,4445.79
Chennai,1358.93,37.8,Yes,1.05,5096.88
Trichy,1478.0,21.7,No,4.02,2716.65
Trichy,1683.06,35.4,No,3.1,2948.39
Vellore,953.7,18.1,No,3.23,2039.07
Chennai,1596.76,15.9,No,2.37,4719.51
Vellore,805.33,18.4,No,1.66,2199.63
Salem,828.13,32.8,No,5.83,2367.14
Coimbatore,1930.38,21.6,Yes,4.73,4402.06
Coimbatore,828.75,36.3,Yes,4.81,4293.87
Salem,1638.63,32.1,No,1.97,2573.18
Vellore,1974.89,29.6,Yes,1.33,2525.39
Madurai,1929.84,39.7,Yes,4.0,2678.09
Coimbatore,1763.2,26.9,No,2.99,4181.17
Chennai,1693.45,14.7,No,2.17,4898.15
Coimbatore,1837.7,23.0,Yes,1.04,4398.72
Trichy,1537.3,21.1,Yes,0.58,3177.14
Trichy,1041.4,17.1,No,1.29,3201.29
Chennai,1155.71,16.1,No,2.6,4757.09
Salem,1597.71,30.9,No,1.83,2619.63
Coimbatore,1646.7,12.9,No,5.65,4062.38
Madurai,1543.55,18.7,Yes,1.2,3187.24
Trichy,1174.27,23.6,Yes,3.77,3184.57
Salem,1657.79,20.9,Yes,2.91,2609.58
Madurai,1522.64,17.1,No,2.05,2939.41
Vellore,1456.06,24.7,Yes,2.84,2222.63
Trichy,1824.04,23.6,Yes,5.75,2652.23
Coimbatore,893.4,35.9,No,2.81,4070.31
Vellore,902.32,27.4,Yes,5.37,1981.89
Trichy,1695.4,33.7,No,4.71,2754.75
Salem,1938.83,18.5,Yes,2.0,2889.49
Salem,1203.9,31.9,No,0.69,2805.96
Chennai,1693.65,17.9,No,2.0,4697.72
Trichy,1165.55,24.5,No,5.81,2784.1
Chennai,1923.67,20.3,No,5.87,4539.67
Chennai,945.7,15.9,Yes,4.78,4774.39
Salem,1910.59,14.0,No,4.46,2332.1
Coimbatore,1199.9,28.8,No,4.02,3940.26
Salem,1021.75,36.5,No,1.39,2465.37
Trichy,1331.08,38.9,Yes,4.81,2811.08
Madurai,862.04,17.8,No,4.7,2424.23
Madurai,1790.84,29.1,No,4.57,2446.17
Trichy,1215.07,15.3,No,0.74,3323.56
Trichy,1899.71,24.4,No,0.72,3295.34
Salem,1172.25,17.2,No,4.21,2300.61
Salem,1270.15,16.4,Yes,4.65,2651.82
Vellore,858.12,15.8,No,1.79,2222.68
Chennai,1162.18,26.5,No,2.25,4631.99
Madurai,1475.32,17.1,No,3.26,2647.77
Coimbatore,889.38,31.8,No,2.6,4195.37
Chennai,1503.08,22.3,Yes,2.04,5041.75
Salem,1788.05,22.7,Yes,5.74,2363.9
Madurai,1599.13,23.9,No,0.89,3108.17
Madurai,1301.11,15.3,No,1.15,3060.65
Coimbatore,1613.68,30.1,Yes,1.01,4630.12
Coimbatore,1925.94,12.2,Yes,5.52,3962.94
Madurai,1995.41,20.9,Yes,4.35,2926.71
Madurai,1420.97,33.6,Yes,4.76,2731.53
Salem,1017.45,24.8,Yes,4.8,2545.15
Madurai,1258.32,36.5,No,2.73,2668.66
Trichy,1122.18,18.7,Yes,0.77,3351.31
Chennai,1856.17,36.2,No,4.61,4517.31
Salem,1039.8,36.7,No,4.96,2251.62
Chennai,1671.33,27.6,Yes,3.83,4821.12
Salem,1752.43,31.3,Yes,4.35,2386.92
Chennai,832.98,38.2,Yes,2.35,4826.76
Vellore,1743.0,17.7,Yes,2.39,2414.27
Coimbatore,1926.54,27.4,Yes,2.34,4319.56
Coimbatore,864.55,14.3,Yes,4.14,4287.69
Madurai,1865.05,33.7,No,5.41,2335.77
Vellore,1350.6,33.0,Yes,3.96,2384.49
Chennai,1729.16,25.9,Yes,0.8,4928.24
Madurai,1921.34,16.4,Yes,5.73,2566.08
Salem,1358.04,34.7,Yes,1.23,2792.13
Vellore,1432.83,28.3,No,3.0,2032.69
Salem,1081.14,12.7,No,4.84,2487.71
Chennai,1029.22,26.8,No,4.56,4526.36
Trichy,1472.33,15.9,No,1.77,2850.55
Coimbatore,1298.38,13.2,Yes,2.59,4297.12
Vellore,958.88,20.5,Yes,1.64,2724.37
Salem,1563.89,21.1,Yes,3.38,2774.48
Coimbatore,1303.45,37.2,Yes,4.37,4329.53
Chennai,1186.16,13.7,Yes,2.85,5091.61
Coimbatore,909.42,32.6,Yes,4.27,4404.78
Coimbatore,1084.42,12.1,Yes,4.51,4294.33
Salem,1113.45,28.7,No,5.5,2417.69
Vellore,956.13,25.1,Yes,0.72,2820.45
Trichy,1622.22,23.5,No,1.76,3200.32
Chennai,1821.18,25.9,No,2.13,4646.63
Chennai,1145.12,24.9,No,2.2,4714.9
Trichy,1637.3,16.9,Yes,1.38,3408.04
Coimbatore,1575.41,37.9,No,1.94,4298.29
Madurai,1999.11,21.2,No,4.09,2428.69
Trichy,825.65,30.6,No,1.95,2808.26
Madurai,1465.94,18.0,Yes,0.62,3267.22
Chennai,906.66,36.5,No,4.3,4623.72
Chennai,1261.63,22.0,Yes,1.09,4977.06
Vellore,1125.68,32.7,Yes,5.75,2028.8
Trichy,1786.4,28.3,No,4.93,2545.02
Coimbatore,861.76,18.7,Yes,3.5,4353.85
Salem,1153.75,17.3,Yes,4.63,2590.21
Chennai,1913.88,28.2,Yes,4.29,4894.4
Chennai,1940.85,36.4,Yes,5.34,4849.14
Vellore,1978.53,30.6,No,1.05,2278.26
Salem,1379.89,12.2,No,5.82,2265.47
Vellore,1589.16,24.8,Yes,0.8,2574.72
Salem,1971.06,12.8,Yes,2.84,2837.63
Trichy,1692.03,31.7,No,5.47,2579.98
Vellore,901.99,27.1,No,5.37,1810.22
Chennai,1256.0,24.9,Yes,2.49,4978.81
Chennai,1970.81,16.2,Yes,5.15,4647.19
Coimbatore,1413.02,19.5,No,5.42,4127.33
Madurai,900.42,12.6,Yes,5.21,2724.12
Salem,1924.72,14.9,Yes,5.29,2630.21
Vellore,1939.92,39.1,Yes,3.98,2167.44
Trichy,1896.96,29.5,Yes,3.38,3253.99
Chennai,986.58,28.0,No,4.78,4608.84
Vellore,1976.03,28.8,No,4.12,2062.81
Vellore,1442.54,37.0,No,1.24,2216.92
Madurai,1908.11,21.2,No,1.4,3045.62
Salem,818.33,25.4,No,1.48,2742.97
Vellore,1131.75,21.2,Yes,4.55,2285.06
Vellore,1252.02,34.6,No,4.13,2134.27
Coimbatore,1931.86,17.6,Yes,5.99,4230.91
Chennai,1661.24,34.7,No,4.11,4398.65
Coimbatore,868.67,18.9,Yes,1.66,4697.1
Chennai,1412.22,32.6,No,5.71,4621.41
Chennai,1752.1,38.8,Yes,1.95,4965.88
Madurai,1691.28,20.4,Yes,2.03,2837.72
Chennai,1572.89,30.2,No,5.56,4571.25
Vellore,843.02,34.7,Yes,2.38,2284.18
Salem,1340.09,31.0,Yes,4.41,2454.22
Trichy,926.75,14.7,Yes,1.78,3376.6
Coimbatore,1988.4,28.9,No,0.68,4264.12
Madurai,1666.02,17.0,Yes,2.48,2899.77
Salem,831.47,22.7,Yes,4.79,2612.9
Coimbatore,868.2,19.8,Yes,5.65,4130.29
Salem,1983.06,14.0,No,5.27,2236.92
Salem,1520.88,15.3,No,0.58,2902.96
Salem,1009.17,36.1,Yes,0.86,2967.25
Salem,1640.67,30.8,Yes,1.2,2805.14
Madurai,1810.35,22.1,No,1.08,3044.24
Chennai,1832.57,15.5,Yes,0.69,5134.1
Salem,1052.88,20.0,Yes,1.67,2642.12
Vellore,1968.47,33.2,Yes,2.44,2503.99
Coimbatore,1601.99,26.1,Yes,3.14,4479.51
Coimbatore,1485.28,34.5,Yes,5.0,4210.94
Madurai,898.58,22.3,No,2.9,2564.29
Trichy,1650.95,32.6,Yes,3.73,3074.4
Vellore,1771.15,12.4,No,4.17,2110.34
Chennai,1260.63,15.4,No,2.23,4720.35
Salem,1787.5,19.8,No,5.22,2331.54
Coimbatore,1325.62,26.7,No,4.3,3956.43
Vellore,882.88,31.8,No,1.38,2517.59
Coimbatore,1680.12,36.2,Yes,3.14,4453.41
Vellore,1976.98,13.2,Yes,2.72,2516.07
Madurai,1452.1,22.3,No,2.83,2600.05
Madurai,987.26,23.9,No,4.12,2515.6
Trichy,875.91,39.8,Yes,3.78,3109.36
Salem,1365.19,16.9,No,3.02,2323.74
Salem,830.79,31.6,Yes,2.77,2757.25
Vellore,1983.72,21.8,No,0.71,2429.1
Trichy,1090.15,23.7,Yes,2.67,3144.78
Chennai,1634.37,37.8,Yes,3.75,4700.07
Coimbatore,1630.36,36.0,Yes,1.13,4437.85
Salem,1802.77,34.1,No,4.13,2481.59
Madurai,1662.42,14.9,Yes,4.37,2594.88
Salem,1500.31,19.8,No,4.48,2343.66
Trichy,976.44,26.9,No,0.98,3066.94
Trichy,1843.79,31.7,Yes,1.47,3275.46
Trichy,1759.35,32.7,No,3.47,2954.35
Chennai,1964.09,21.4,Yes,2.43,5012.51
Salem,1502.45,28.3,Yes,5.8,2321.22
Madurai,1549.13,33.9,Yes,1.33,3234.9
Salem,865.19,32.6,No,5.24,2163.62
Madurai,836.77,37.2,No,1.22,3068.5
Chennai,1069.89,23.7,No,2.15,4611.13
Coimbatore,1791.11,30.7,No,2.81,4292.28
Madurai,1061.64,24.8,No,5.96,2439.06
Chennai,1476.73,15.9,No,4.28,4429.34
Salem,1031.82,22.4,Yes,0.63,2811.27
Vellore,1132.09,26.8,No,5.75,1796.41
Salem,1121.31,13.7,Yes,5.68,2613.09
Coimbatore,1606.27,33.4,Yes,3.0,4500.7
Chennai,1195.58,37.5,Yes,5.74,4748.02
Vellore,1126.46,38.2,Yes,3.83,2452.67
Chennai,984.63,39.1,No,1.14,4877.27
Vellore,1756.29,20.0,No,5.93,1989.23
Salem,1076.72,15.6,No,2.96,2312.11
Trichy,1949.13,23.8,Yes,5.49,2961.48
Salem,1822.68,27.0,No,2.54,2519.47
Coimbatore,869.33,20.5,Yes,2.21,4494.57
Salem,1458.75,24.4,No,2.04,2652.2
Madurai,863.18,31.7,No,4.54,2674.07
Chennai,1911.03,31.9,Yes,1.25,4952.82
Chennai,1175.65,32.1,Yes,5.87,4767.24
Trichy,1590.52,31.2,Yes,1.57,3407.31
Chennai,1454.21,18.1,No,2.75,4588.09
Madurai,836.06,39.2,Yes,5.55,2751.26
Vellore,1067.94,22.3,No,5.07,2013.2
Madurai,856.46,22.1,Yes,4.86,2578.25
Madurai,929.29,32.8,Yes,3.21,2864.81
Chennai,1199.82,15.4,Yes,5.94,4525.9
Salem,1796.84,28.4,Yes,3.9,2773.9
Vellore,865.77,15.2,Yes,1.87,2467.49
Coimbatore,961.51,35.6,No,4.82,4130.4
Chennai,857.46,24.7,No,5.09,4322.75
Trichy,1657.72,15.3,No,3.4,2768.38
Salem,1743.09,28.7,Yes,0.89,2888.94
Chennai,1168.39,25.8,No,1.59,4819.87
Salem,1607.59,31.8,No,3.93,2422.35
Salem,874.18,14.7,No,2.47,2630.9
Salem,1604.87,19.9,Yes,2.6,2586.82
Madurai,1110.47,23.7,Yes,5.13,2705.79
Coimbatore,1777.34,21.7,No,1.4,4534.98
Vellore,1083.1,18.8,Yes,2.08,2684.36
Salem,1423.54,26.1,No,4.9,2164.98
Vellore,1027.41,35.2,Yes,1.15,2424.54
Chennai,1409.97,16.9,Yes,4.16,4814.67
Chennai,1040.87,17.2,Yes,5.11,4498.2
Madurai,1770.54,31.7,No,3.35,2672.13
Chennai,1279.78,38.2,No,0.93,4985.33
Vellore,1766.18,33.0,No,4.48,2101.08
Vellore,1909.3,16.3,Yes,1.51,2583.55
Madurai,986.94,33.7,Yes,3.16,3049.09
Trichy,968.56,21.2,No,2.94,2970.26
Coimbatore,1134.46,25.9,No,1.13,4458.67
Vellore,1667.58,34.3,Yes,5.26,2355.01
Trichy,1231.36,28.4,Yes,1.26,3317.27
Salem,1609.17,20.3,No,4.26,2450.66
Coimbatore,1109.62,17.2,Yes,2.79,4398.25
Madurai,955.11,37.5,No,2.13,2636.42
Salem,1175.3,35.0,No,3.67,2352.51
Chennai,1144.88,39.9,Yes,5.29,4787.97
Vellore,1065.04,12.3,Yes,3.24,2548.77
Chennai,1133.05,15.1,Yes,2.34,4906.9
Coimbatore,1061.56,36.5,No,2.59,4072.96
Trichy,1525.33,30.8,No,0.89,2967.78
Chennai,832.0,25.1,Yes,3.34,4701.02
Salem,1561.71,27.9,Yes,4.11,2456.93
Madurai,1255.04,17.2,No,1.29,2877.55
Trichy,887.86,17.1,Yes,0.85,3236.15
Chennai,1854.61,28.9,No,3.64,4675.1
Chennai,1835.01,21.4,Yes,5.5,4737.73
Chennai,1556.87,35.0,No,1.39,4837.68
Coimbatore,896.91,12.2,No,2.12,4435.11
Coimbatore,1088.23,15.7,Yes,1.49,4378.7
Chennai,1888.9,27.1,Yes,5.78,4634.98
Coimbatore,1762.31,39.9,Yes,0.96,4418.71
Madurai,1893.5,25.4,No,4.81,2508.14
Coimbatore,1057.76,30.6,No,2.58,4141.09
Chennai,1068.04,16.8,No,2.91,4878.83
Vellore,1495.51,31.5,Yes,4.38,2269.58
Madurai,1564.86,26.0,Yes,5.24,2593.87
Coimbatore,1195.69,12.3,No,1.61,4239.95
Coimbatore,1485.27,19.6,No,5.99,3896.4
Madurai,1792.06,15.0,Yes,4.46,2571.82
Chennai,1639.07,14.1,Yes,1.86,5195.16
Chennai,1305.67,19.6,No,1.26,5033.32
Chennai,1034.82,29.5,No,5.57,4493.94
Vellore,1826.29,17.7,No,1.49,2444.52
Vellore,1969.15,30.6,Yes,4.98,2250.83
Madurai,1017.98,28.8,No,5.1,2373.12
Trichy,1882.06,39.9,Yes,2.93,2918.29
Trichy,1589.98,22.8,Yes,3.56,3006.19
Salem,1549.7,28.8,No,0.92,2873.64
Vellore,924.53,15.5,Yes,2.32,2432.28
Coimbatore,1998.03,29.2,Yes,4.88,4317.72
Madurai,1851.4,16.4,No,2.76,2598.31
Salem,1829.98,39.6,No,2.39,2643.31
Chennai,836.25,12.1,Yes,3.1,4819.32
Salem,1330.31,25.9,Yes,2.37,2961.53
Chennai,1861.72,17.3,No,1.64,4929.88
Trichy,1832.43,23.3,Yes,1.75,3072.49
Chennai,1953.38,22.7,No,4.14,4391.77
Coimbatore,1317.5,14.7,No,2.74,4358.87
Chennai,1177.93,14.7,Yes,1.71,5217.47
Chennai,1052.96,21.0,No,3.52,4515.58
Vellore,1886.1,32.2,Yes,4.29,2350.19
Vellore,1501.41,14.0,No,1.35,2553.06
Vellore,1720.18,32.3,No,2.64,2175.21
Madurai,1628.85,38.3,No,0.86,2976.69
Coimbatore,1365.04,31.3,No,5.57,4069.88
Vellore,1032.06,30.1,No,2.24,2314.73
Salem,816.96,19.2,Yes,1.81,3002.07
Vellore,1795.75,38.9,No,2.06,2459.11
Salem,1534.7,23.3,Yes,0.78,3031.01
Vellore,959.66,16.4,Yes,1.1,2710.4
Chennai,1828.2,39.2,Yes,0.94,5108.91
Vellore,1861.39,35.0,Yes,3.34,2437.56
Salem,1674.53,34.9,No,0.82,2742.79
Trichy,891.28,27.6,Yes,5.33,2852.96
Coimbatore,1752.82,33.1,No,5.15,4129.86
Trichy,1864.43,23.4,No,2.62,2892.72
Madurai,1875.4,18.8,No,3.91,2590.08
Salem,1944.79,18.7,Yes,1.84,2952.3
Madurai,1281.8,24.4,Yes,5.64,2680.84
Madurai,1165.2,36.1,Yes,4.3,2598.65
Madurai,1799.7,28.0,No,2.1,2929.54
Madurai,1282.14,23.8,No,2.11,2957.13
Trichy,1144.37,18.5,Yes,1.67,3259.91
Coimbatore,1986.54,13.7,No,4.95,3931.69
Coimbatore,1245.98,15.7,No,2.21,4377.93
Vellore,1311.19,30.6,Yes,3.48,2206.78
Coimbatore,1848.1,17.4,No,0.8,4322.62
Chennai,897.31,15.5,Yes,4.72,4634.86
Salem,1370.99,28.2,Yes,3.51,2607.28
Salem,1682.27,22.0,No,1.6,2642.7
Trichy,1054.92,25.8,No,5.5,2501.32
Salem,1691.18,25.7,Yes,5.01,2317.49
Chennai,966.31,33.3,Yes,4.75,4581.09
Chennai,1090.26,13.8,Yes,2.05,5001.04
Salem,1682.76,24.8,No,2.28,2635.6
Vellore,1821.27,19.7,Yes,0.5,2460.99
Chennai,1525.58,15.8,Yes,1.48,5151.88
Chennai,1042.45,32.8,No,5.78,4472.78
Vellore,1452.75,16.4,Yes,4.9,2310.81
Trichy,966.3,14.0,Yes,1.17,3142.75
Vellore,1891.64,34.4,Yes,2.53,2410.2
Vellore,1574.48,38.0,Yes,1.65,2495.56
Madurai,1570.54,31.1,Yes,1.22,2995.67
Madurai,952.9,20.2,Yes,5.18,2784.44
Salem,958.81,34.3,No,3.93,2348.2
Coimbatore,1047.08,34.5,Yes,2.44,4495.43
Coimbatore,1742.07,23.0,Yes,2.43,4581.97
Coimbatore,1067.79,14.5,No,0.74,4344.05
Coimbatore,1519.34,25.3,Yes,1.26,4514.22
Madurai,1913.15,34.5,Yes,3.75,2744.7
Vellore,1643.3,35.2,No,5.9,1792.91
Madurai,1940.3,16.5,Yes,3.11,3007.32
Vellore,1592.35,12.1,Yes,2.06,2557.02
Trichy,1577.52,16.4,No,2.26,2921.48
Coimbatore,1030.56,36.3,No,2.01,4186.43
Trichy,1561.61,33.4,Yes,5.76,2876.7
Chennai,1422.21,22.5,No,3.9,4512.58
Trichy,1577.77,16.3,No,3.62,2916.69
Trichy,1394.7,12.3,No,1.11,3009.96
Trichy,877.91,19.6,No,2.62,3048.0
Chennai,1135.82,20.0,No,5.32,4639.6
Trichy,941.41,31.0,No,1.35,3231.39
Salem,1987.56,18.2,Yes,4.01,2485.41
Vellore,1427.88,29.4,No,4.77,1866.6
Trichy,1155.59,26.2,Yes,4.93,2940.29
Chennai,1766.42,35.5,Yes,3.18,5038.64
Chennai,1929.46,16.4,No,1.37,5058.95
Trichy,1101.4,36.6,Yes,5.82,2782.38
Trichy,1855.8,35.6,No,3.71,2721.4
Vellore,949.02,20.6,No,0.55,2630.44
Salem,1739.55,14.5,No,2.77,2386.51
Madurai,923.84,17.4,No,2.77,2917.47
Chennai,1023.71,38.0,Yes,1.57,5011.36
Coimbatore,1631.66,31.5,No,1.91,4502.94
Vellore,1904.63,36.2,No,1.6,2159.88
Salem,1033.0,14.4,Yes,3.71,2741.99
Madurai,1119.21,29.5,No,3.07,2536.76
Vellore,1335.16,28.8,No,1.75,2505.63
Chennai,1247.65,29.0,Yes,1.02,4995.65
Vellore,1291.68,19.5,No,5.82,2090.48
Trichy,1882.21,33.8,Yes,0.97,3235.79
Madurai,1194.0,39.4,Yes,5.88,2482.81
Madurai,1590.36,16.1,No,3.96,2427.41
Chennai,1244.6,18.4,No,3.68,4771.62
Chennai,987.92,13.7,No,1.32,5045.96
Salem,1270.08,39.6,No,4.73,2373.3
Madurai,1378.0,32.1,No,2.72,2839.4
Madurai,1516.95,36.1,No,5.07,2554.85
Coimbatore,1687.09,27.5,Yes,3.98,4387.6
Chennai,1409.19,13.9,No,2.97,4591.09
Chennai,817.83,38.5,No,4.46,4555.62
Coimbatore,1031.61,14.0,No,3.91,4118.04
Coimbatore,1597.72,13.0,No,2.04,4429.98
Salem,1230.48,28.9,No,5.27,2233.23
Salem,1008.92,37.8,Yes,5.36,2571.43
Chennai,1555.03,29.2,Yes,5.16,4714.86
Vellore,1394.51,39.3,Yes,1.55,2397.88
Trichy,1450.88,22.9,Yes,3.79,3112.32
Chennai,1553.92,12.3,No,2.96,4759.35
Chennai,870.44,26.6,No,5.66,4633.82
Chennai,866.9,12.9,Yes,5.11,4642.46
Salem,1461.72,14.5,Yes,2.99,2610.16
Madurai,1293.95,23.3,No,4.33,2597.97
Coimbatore,972.56,37.2,No,2.16,4199.5
Salem,1559.83,30.3,No,5.67,2086.41
Trichy,1374.0,19.4,Yes,1.59,3048.98
Trichy,1182.93,18.0,Yes,5.9,2774.8
Madurai,1569.03,32.0,No,4.5,2644.24
Vellore,1313.7,32.6,No,3.4,2150.06
Vellore,1166.54,19.0,Yes,5.36,2142.82
Trichy,1507.74,16.5,No,4.71,2563.29
Madurai,1167.85,24.1,No,5.28,2369.68
Chennai,916.07,26.6,Yes,1.01,5249.27
Salem,1570.78,29.7,No,1.0,2746.02
Trichy,1151.03,38.2,No,3.87,2757.99
Trichy,1740.67,35.3,No,2.19,2919.69
Madurai,1084.08,32.0,No,1.81,2901.72
Chennai,994.19,26.3,No,4.52,4733.65
Salem,1803.6,17.4,No,5.64,2152.33
Chennai,833.75,23.6,No,4.56,4522.15
Salem,1403.96,34.3,No,2.56,2450.7
Coimbatore,1401.76,17.3,Yes,5.61,4083.58
Salem,1013.29,17.7,No,4.62,2391.52
Chennai,938.8,17.9,No,5.05,4333.1
Coimbatore,1920.37,36.5,Yes,4.25,4307.03
Vellore,1860.77,31.0,No,4.65,1921.21
Salem,1870.32,25.9,No,1.95,2639.55
Vellore,1247.87,16.0,No,4.49,2079.19
Vellore,1174.16,39.8,Yes,4.33,2406.71
Vellore,1872.9,12.7,Yes,0.78,2494.34
Salem,1714.98,30.9,Yes,3.66,2571.72
Salem,1291.31,14.1,Yes,2.86,2583.89
Trichy,1560.67,34.1,Yes,3.6,2948.76
Chennai,1030.33,33.4,Yes,5.87,4503.56
Trichy,1918.91,14.4,Yes,4.05,3149.32
Chennai,1846.61,26.5,Yes,2.66,4763.05
Trichy,1480.4,30.6,No,0.77,3222.7
Salem,856.11,33.9,Yes,2.9,2594.75
Coimbatore,1214.92,33.1,No,3.04,4241.33
Chennai,1135.57,37.5,Yes,0.78,5035.07
Madurai,1090.08,13.0,No,1.02,3034.83
Madurai,886.7,15.6,No,4.04,2649.28
Trichy,1737.56,28.5,No,1.24,3051.44
Vellore,1266.75,17.9,No,2.5,2419.32
Vellore,1404.63,25.7,No,3.97,2271.94
Coimbatore,1365.1,37.3,Yes,3.83,4174.56
Chennai,1980.52,21.0,No,1.35,4920.32
Salem,1517.17,20.7,Yes,2.06,2775.01
Madurai,1711.84,18.4,Yes,0.54,3302.29
Vellore,1976.98,32.8,No,3.56,2328.82
Trichy,812.09,13.6,No,3.0,2956.05
Vellore,1140.62,36.0,No,2.52,2285.1
Coimbatore,1233.03,21.7,Yes,2.78,4241.57
Madurai,1116.24,15.5,No,1.21,2812.46
Chennai,1479.12,13.8,Yes,1.42,5145.4
Salem,1536.49,13.1,No,3.29,2413.55
Chennai,1289.98,13.9,Yes,1.81,4972.48
Madurai,1522.33,17.3,No,5.42,2393.32
Salem,1845.26,25.1,Yes,1.04,3047.21
Madurai,1465.11,39.7,Yes,3.34,2811.56
Coimbatore,989.23,16.9,Yes,1.31,4511.74
Salem,1336.35,29.8,No,1.76,2819.42
Vellore,1519.02,29.0,Yes,4.28,2290.52
Madurai,1524.75,39.5,Yes,2.8,2913.98
Chennai,1687.01,33.5,No,4.38,4518.37
Madurai,1350.96,32.2,Yes,5.37,2799.93
Chennai,1915.2,25.9,No,4.38,4482.45
Salem,1961.41,33.8,No,4.13,2227.19
Salem,1022.8,31.5,Yes,0.97,3064.36
Madurai,918.73,13.4,Yes,4.59,2933.83
Madurai,1263.22,12.2,No,4.66,2620.86
Vellore,1958.9,30.4,Yes,2.85,2548.01
Madurai,1333.04,28.9,Yes,5.75,2616.33
Vellore,1463.97,27.4,Yes,3.94,2344.58
Vellore,1722.1,16.8,No,0.82,2421.85
Coimbatore,1623.47,23.8,No,2.67,4269.43
Madurai,1796.55,34.0,Yes,4.2,2812.84
Coimbatore,1905.05,17.8,Yes,2.33,4490.08
Chennai,808.96,25.3,Yes,5.32,4509.32
Coimbatore,1217.19,20.6,Yes,2.81,4542.14
Salem,1404.94,23.8,No,4.12,2364.67
Coimbatore,898.78,27.5,No,5.58,3808.7
Chennai,1709.93,26.4,Yes,4.38,4874.68
Trichy,1305.95,34.9,Yes,2.32,2997.42
Coimbatore,1888.29,32.0,Yes,1.87,4622.17
Trichy,1714.27,25.6,Yes,3.04,3025.19
Coimbatore,1483.94,38.6,Yes,1.05,4403.19
Salem,938.21,36.0,No,3.27,2282.7
Madurai,1640.87,37.7,No,2.28,2859.9
Trichy,804.62,28.0,Yes,1.03,3255.2
Chennai,1475.08,35.4,Yes,0.85,5247.82
Trichy,837.24,15.0,Yes,1.54,3378.38
